META,inlet_choked,only_compressor_manual_outlet 
DATA,ts_ms,diaphragm_pct,piston_pct,mpx_pressure_hPa,bmp_temp_C,bmp_pressure_hPa,dht_temp_C,dht_humidity
DATA,378019,0,0,-10.43,  0.00,  0.00,NaN,NaN
DATA,379020,0,22,201.37,  0.00,  0.00,NaN,NaN
DATA,380019,0,22,445.75,  0.00,  0.00,NaN,NaN
DATA,381020,0,22,646.68,  0.00,  0.00,NaN,NaN
DATA,382019,0,22,853.05,  0.00,  0.00,NaN,NaN
DATA,383020,0,22,1005.10,  0.00,  0.00,NaN,NaN
DATA,384019,0,22,1140.87,  0.00,  0.00,NaN,NaN
DATA,385019,0,22,1309.22,  0.00,  0.00,NaN,NaN
DATA,386020,0,22,1401.54,  0.00,  0.00,NaN,NaN
DATA,387019,0,22,1499.29,  0.00,  0.00,NaN,NaN
DATA,388020,0,22,1629.63,  0.00,  0.00,NaN,NaN
DATA,389019,0,22,1721.95,  0.00,  0.00,NaN,NaN
DATA,390020,0,22,1814.27,  0.00,  0.00,NaN,NaN
DATA,391019,0,22,1917.45,  0.00,  0.00,NaN,NaN
DATA,392019,0,22,1988.05,  0.00,  0.00,NaN,NaN
DATA,393020,0,22,2080.37,  0.00,  0.00,NaN,NaN
DATA,394019,0,22,2188.99,  0.00,  0.00,NaN,NaN
DATA,395020,0,22,2232.43,  0.00,  0.00,NaN,NaN
DATA,396019,0,22,2308.46,  0.00,  0.00,NaN,NaN
